Multiplier Combination,Number of Balls,Hidden Multiplier,Individual Catch Rate,Cumulative Catch Rate,Odds to Not Catch
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=2",20,0.03,0.3519,0.9998290612873003,0.6481
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",1,0.03,0.18474749999999995,0.18474749999999995,0.8152525
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",2,0.03,0.19398487499999997,0.3428941543059374,0.806015125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",3,0.03,0.20368411874999998,0.47673617941160606,0.79631588125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",4,0.03,0.21386832468749997,0.5886457360904265,0.7861316753125001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",5,0.03,0.224561740921875,0.6810201657295967,0.775438259078125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",6,0.03,0.2357898279679688,0.7562323659774662,0.7642101720320312
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",7,0.03,0.24757931936636726,0.8165841908923148,0.7524206806336328
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",8,0.03,0.25995828533468557,0.8642646501312227,0.7400417146653144
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",9,0.03,0.27295619960141987,0.9013144553829733,0.7270438003985802
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",10,0.03,0.28660400958149085,0.9295981281579462,0.7133959904185092
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",11,0.03,0.3009342100605655,0.9507844598475198,0.6990657899394346
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",12,0.03,0.3159809205635938,0.966335631530935,0.6840190794364063
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",13,0.03,0.33177996659177345,0.9775047945769345,0.6682200334082266
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",14,0.03,0.3483689649213622,0.9853414260058613,0.6516310350786378
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",15,0.03,0.36578741316743024,0.9907033478679006,0.6342125868325698
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",16,0.03,0.3840767838258018,0.9942739761191447,0.6159232161741982
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",17,0.03,0.4032806230170918,0.9965831705972268,0.5967193769829082
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",18,0.03,0.42344465416794647,0.998030008742035,0.5765553458320536
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",19,0.03,0.4446168868763438,0.9989059001223249,0.5553831131236562
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.2, Curve=1.7, Ball=-1",20,0.03,0.4668477312201611,0.9994166781679458,0.5331522687798389
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",1,0.03,0.11212499999999999,0.11212500000000003,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",2,0.03,0.11212499999999999,0.21167798437500007,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",3,0.03,0.11212499999999999,0.3000685903769532,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",4,0.03,0.11212499999999999,0.37854839968093734,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",5,0.03,0.11212499999999999,0.4482286603667123,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",6,0.03,0.11212499999999999,0.5100960218230947,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",7,0.03,0.11212499999999999,0.5650265053761803,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",8,0.03,0.11212499999999999,0.613797908460876,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",9,0.03,0.11212499999999999,0.6571008179747003,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",10,0.03,0.11212499999999999,0.695548388759287,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",11,0.03,0.11212499999999999,0.729685025669652,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",12,0.03,0.11212499999999999,0.7599940921664423,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",13,0.03,0.11212499999999999,0.7869047545822799,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",14,0.03,0.11212499999999999,0.8107980589747418,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",15,0.03,0.11212499999999999,0.8320123266121988,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",16,0.03,0.11212499999999999,0.8508479444908061,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",17,0.03,0.11212499999999999,0.8675716187147744,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",18,0.03,0.11212499999999999,0.8824201509663804,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",19,0.03,0.11212499999999999,0.8956037915392749,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1",20,0.03,0.11212499999999999,0.9073092164129337,0.887875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",1,0.03,0.1681875,0.16818749999999993,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",2,0.03,0.1681875,0.3080879648437499,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",3,0.03,0.1681875,0.4244589202565917,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",4,0.03,0.1681875,0.5212577356059361,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",5,0.03,0.1681875,0.6017762001987127,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",6,0.03,0.1681875,0.6687524655277917,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",7,0.03,0.1681875,0.7244641602318362,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",8,0.03,0.1681875,0.7708058442828443,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",9,0.03,0.1681875,0.8093534363475233,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",10,0.03,0.1681875,0.8414178052718242,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",11,0.03,0.1681875,0.8680893481476692,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",12,0.03,0.1681875,0.8902750709060832,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",13,0.03,0.1681875,0.9087294324180663,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",14,0.03,0.1681875,0.9240800010032527,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",15,0.03,0.1681875,0.9368487958345182,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",16,0.03,0.1681875,0.9474700389851002,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",17,0.03,0.1681875,0.9563049218032936,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",18,0.03,0.1681875,0.9636538877675022,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",19,0.03,0.1681875,0.9697668495186054,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=1.5",20,0.03,0.1681875,0.9748516875151949,0.8318125000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",1,0.03,0.22424999999999998,0.22424999999999995,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",2,0.03,0.22424999999999998,0.39821193749999995,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",3,0.03,0.22424999999999998,0.5331629105156249,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",4,0.03,0.22424999999999998,0.6378511278324961,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",5,0.03,0.22424999999999998,0.7190630124160589,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",6,0.03,0.22424999999999998,0.7820631318817576,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",7,0.03,0.22424999999999998,0.8309354745572735,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",8,0.03,0.22424999999999998,0.8688481943878048,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",9,0.03,0.22424999999999998,0.8982589867963396,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",10,0.03,0.22424999999999998,0.9210744090072605,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",11,0.03,0.22424999999999998,0.9387734727873823,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",12,0.03,0.22424999999999998,0.9525035215148118,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",13,0.03,0.22424999999999998,0.9631546068151152,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",14,0.03,0.22424999999999998,0.9714171862368257,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",15,0.03,0.22424999999999998,0.9778268822232175,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",16,0.03,0.22424999999999998,0.982799203884661,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",17,0.03,0.22424999999999998,0.9866564824135258,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",18,0.03,0.22424999999999998,0.9896487662322926,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",19,0.03,0.22424999999999998,0.991970030404701,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=2",20,0.03,0.22424999999999998,0.9937707510864467,0.77575
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",1,0.03,0.11773125,0.11773124999999995,0.88226875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",2,0.03,0.12361781249999998,0.22679538291210932,0.8763821875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",3,0.03,0.129798703125,0.3271563394603797,0.870201296875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",4,0.03,0.13628863828124999,0.41885728573149617,0.86371136171875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",5,0.03,0.14310307019531252,0.5020205923649563,0.8568969298046875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",6,0.03,0.15025822370507816,0.576846093597905,0.8497417762949219
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",7,0.03,0.15777113489033207,0.6436075656442409,0.8422288651096679
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",8,0.03,0.16565969163484864,0.7026474264206091,0.8343403083651514
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",9,0.03,0.17394267621659112,0.7543697288488991,0.8260573237834089
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",10,0.03,0.18263981002742066,0.79923159490892,0.8173601899725793
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",11,0.03,0.19177180052879175,0.8377333134425302,0.8082281994712083
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",12,0.03,0.20136039055523133,0.8704073968218456,0.7986396094447686
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",13,0.03,0.2114284100829929,0.897806954870319,0.7885715899170072
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",14,0.03,0.2219998305871426,0.9204937935762925,0.7780001694128574
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",15,0.03,0.23309982211649968,0.9390266761508164,0.7669001778835003
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",16,0.03,0.24475481322232467,0.9539501906410677,0.7552451867776753
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",17,0.03,0.2569925538834409,0.9657846487540652,0.7430074461165591
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",18,0.03,0.26984218157761297,0.9750173937777126,0.730157818422387
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",19,0.03,0.2833342906564937,0.9820958227904549,0.7166657093435063
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1, Ball=-1",20,0.03,0.2975010051893184,0.9874223335073823,0.7024989948106817
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",1,0.03,0.19061249999999996,0.19061249999999996,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",2,0.03,0.19061249999999996,0.34489187484374995,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",3,0.03,0.19061249999999996,0.46976367235009564,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",4,0.03,0.19061249999999996,0.570833344354263,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",5,0.03,0.19061249999999996,0.6526378735035361,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",6,0.03,0.19061249999999996,0.7188494368403433,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",7,0.03,0.19061249999999996,0.7724402485606133,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",8,0.03,0.19061249999999996,0.8158159816818534,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",9,0.03,0.19061249999999996,0.8509237578735211,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",10,0.03,0.19061249999999996,0.8793395530758545,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",11,0.03,0.19061249999999996,0.9023389425151832,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",12,0.03,0.19061249999999996,0.9209543608350079,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",13,0.03,0.19061249999999996,0.9360214477303449,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",14,0.03,0.19061249999999996,0.9482165595248445,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",15,0.03,0.19061249999999996,0.9580871305724151,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",16,0.03,0.19061249999999996,0.9660762473961806,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",17,0.03,0.19061249999999996,0.9725425386893761,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",18,0.03,0.19061249999999996,0.9777762740334475,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",19,0.03,0.19061249999999996,0.9820123939992469,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1",20,0.03,0.19061249999999996,0.9854410565480655,0.8093875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",1,0.03,0.28591875,0.28591875,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",2,0.03,0.28591875,0.4900879683984375,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",3,0.03,0.28591875,0.6358813790839167,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",4,0.03,0.28591875,0.739989720027967,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",5,0.03,0.28591875,0.8143315342647208,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",6,0.03,0.28591875,0.8674176299021696,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",7,0.03,0.28591875,0.9053254154325787,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",8,0.03,0.28591875,0.932394654308865,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",9,0.03,0.28591875,0.9517242902421923,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",10,0.03,0.28591875,0.9655272208315074,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",11,0.03,0.28591875,0.9753836347603889,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",12,0.03,0.28591875,0.9824219151392419,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",13,0.03,0.28591875,0.9874478191900238,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",14,0.03,0.28591875,0.9910367230369862,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",15,0.03,0.28591875,0.9935994919821549,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",16,0.03,0.28591875,0.9954295172339821,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",17,0.03,0.28591875,0.9967363039533386,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",18,0.03,0.28591875,0.9976694558473799,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",19,0.03,0.28591875,0.9983358021183169,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=1.5",20,0.03,0.28591875,0.9988116274964004,0.71408125
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",1,0.03,0.3812249999999999,0.3812249999999999,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",2,0.03,0.3812249999999999,0.6171174993749999,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",3,0.03,0.3812249999999999,0.7630818806757655,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",4,0.03,0.3812249999999999,0.8534009907151467,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",5,0.03,0.3812249999999999,0.9092881980297649,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",6,0.03,0.3812249999999999,0.9438698047358678,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",7,0.03,0.3812249999999999,0.9652680384254366,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",8,0.03,0.3812249999999999,0.9785087304766995,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",9,0.03,0.3812249999999999,0.9867017397007197,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",10,0.03,0.3812249999999999,0.9917713689833129,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",11,0.03,0.3812249999999999,0.9949083288426495,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",12,0.03,0.3812249999999999,0.9968494011796104,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",13,0.03,0.3812249999999999,0.9980504882149134,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",14,0.03,0.3812249999999999,0.9987936908451831,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",15,0.03,0.3812249999999999,0.9992535660527282,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",16,0.03,0.3812249999999999,0.9995381253342769,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",17,0.03,0.3812249999999999,0.9997142035037172,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",18,0.03,0.3812249999999999,0.9998231562730125,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",19,0.03,0.3812249999999999,0.9998905735228334,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=2",20,0.03,0.3812249999999999,0.9999322896315912,0.6187750000000001
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",1,0.03,0.20014312499999998,0.20014312499999998,0.799856875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",2,0.03,0.21015028124999996,0.3682332722409961,0.78984971875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",3,0.03,0.2206577953125,0.5076375255400902,0.7793422046875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",4,0.03,0.23169068507812496,0.6217133245544676,0.768309314921875
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",5,0.03,0.24327521933203128,0.7137410984938645,0.7567247806679687
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",6,0.03,0.2554389802986329,0.7868627803959986,0.7445610197013671
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",7,0.03,0.2682109293135645,0.844028512137297,0.7317890706864355
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",8,0.03,0.2816214757792427,0.8879534327286757,0.7183785242207573
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",9,0.03,0.2957025495682049,0.9210858883411717,0.7042974504317951
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",10,0.03,0.3104876770466151,0.9455877475563185,0.6895123229533848
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",11,0.03,0.32601206089894597,0.9633267981136369,0.673987939101054
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",12,0.03,0.34231266394389326,0.97588049954671,0.6576873360561067
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",13,0.03,0.3594282971410879,0.9845497305225297,0.6405717028589121
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",14,0.03,0.3773997119981424,0.9903806577736207,0.6226002880018576
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",15,0.03,0.3962696975980495,0.9941925116087602,0.6037303024019505
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",16,0.03,0.41608318247795195,0.996608909860791,0.583916817522048
"Legendary=0.03, Berry=2.5, Throw=1.15, Medal=1.3, Curve=1.7, Ball=-1",17,0.03,0.4368873416018495,0.9980904342168423,0.5631126583981505
